,Date,Type,Price,Shares,Capital,PnL,Return%
0,2026-07-03,BUY,1.3338704109191895,7122.131147247964,10000.0,,
1,2026-08-31,SELL,1.3540412187576294,7122.131147247964,10143.659138771307,143.6591387713065,1.5122014607505947
