,Date,Type,Price,Shares,Capital,PnL,Return%
0,2026-04-06,BUY,46669.87890625,0.20355741696016627,10000.0,,
1,2026-08-20,SELL,52759.2109375,0.20355741696016627,11239.528699294053,1239.5286992940526,13.047670518884763
