Price,Close,High,Low,Open,Volume,EMA_10,EMA_20,EMA_50,RSI,RSI_Signal,MACD,MACD_Signal,MACD_Diff,BB_Middle,BB_Upper,BB_Lower,ATR,ADX,Trend_Strength,Signal
Ticker,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,
2025-10-13,1.3336178064346313,1.3366124629974365,1.331611156463623,1.3338135480880737,0,1.3404461709269713,1.3437102602141746,1.3456932103751995,36.24058991572895,0,-0.0032543920506311608,-0.0016288030852170691,-0.0016255889654140916,1.346667265892029,1.365434104088498,1.3279004276955597,0.01008134228842599,18.12829774295366,False,0
2025-10-14,1.3332622051239014,1.3352917432785034,1.325065016746521,1.3333511352539062,0,1.3391399953264131,1.3427152073484343,1.345205719973188,35.09907654475526,0,-0.003659279036897889,-0.0020348982755532333,-0.0016243807613446556,1.345317041873932,1.3638484483216324,1.3267856354262315,0.01011641536440168,18.833537950438533,False,0
2025-10-15,1.3321610689163208,1.340356707572937,1.3321077823638916,1.3321077823638916,0,1.3378710996154872,1.3417100513072806,1.3446941650297815,38.77767707909257,0,-0.004022636925467893,-0.0024324460055361653,-0.0015901909199317276,1.3436554551124573,1.3604892422571948,1.3268216679677198,0.009405102048601423,18.119295097997895,False,0
2025-10-16,1.3404465913772583,1.3454241752624512,1.3400694131851196,1.3402310609817505,0,1.3383393708449,1.3415897217901356,1.3445275935139962,56.1789906726897,0,-0.003600523656945187,-0.00266606153581797,-0.0009344621211272173,1.342529112100601,1.3567290134848302,1.328329210716372,0.00948805468423026,16.938122663013907,False,0
2025-10-17,1.3445558547973633,1.3473457098007202,1.3392438888549805,1.3444474935531616,0,1.3394696406544386,1.3418722106479668,1.3445287017996186,53.59454158801023,0,-0.002900972035194682,-0.0027130436356933123,-0.00018792839950136989,1.3419768393039704,1.3548315079286881,1.3291221706792526,0.009213055883135115,15.921076349543076,False,0
2025-10-20,1.342588186264038,1.3444474935531616,1.339943766593933,1.3426783084869385,0,1.340036648947093,1.3419403988018783,1.3444526031511645,48.88508480838894,0,-0.0024767957810949426,-0.0026657940647736387,0.0001889982836786961,1.3417825043201446,1.3544672477524866,1.3290977608878025,0.009131090981619698,15.10560039392045,False,0
2025-10-21,1.3405184745788574,1.3417415618896484,1.3361302614212036,1.3403927087783813,0,1.3401242536074136,1.3418049774473049,1.3442983235993093,46.35658597474882,0,-0.0022813435707906837,-0.002588903965977048,0.0003075603951863642,1.3412335574626923,1.3530699811129516,1.329397133812433,0.00894723619733538,15.53080934738451,False,0
2025-10-22,1.336523175239563,1.33872389793396,1.330672025680542,1.3366659879684448,0,1.3394695120859863,1.341301948665615,1.3439934158204958,39.104041801137235,0,-0.0024209266174670674,-0.0025553084962750524,0.00013438187880798497,1.3404373228549957,1.351190305847626,1.3296843398623654,0.008879763739449638,15.950624648271148,False,0
2025-10-23,1.3351848125457764,1.3357733488082886,1.3311856985092163,1.335024356842041,0,1.3386904758059481,1.3407193642732496,1.3436479803979577,40.65728008421607,0,-0.0026094616225729172,-0.0025661391215346255,-4.332250103829174e-05,1.3399345815181731,1.3506823910853187,1.3291867719510275,0.008871657507760184,16.080799634928926,False,0
2025-10-24,1.332746982574463,1.3358982801437378,1.3293275833129883,1.3327292203903198,0,1.3376098406729509,1.3399600898257462,1.3432204902872324,39.75205795116975,0,-0.002921907545964997,-0.0026372928064207,-0.00028461473954429677,1.339889258146286,1.3507555854806645,1.3290229308119075,0.008866684777396066,15.835553727649827,False,0
2025-10-27,1.3322391510009766,1.335220456123352,1.3311147689819336,1.332356333732605,0,1.3366333516416828,1.3392247623186253,1.3427898495309085,32.81627755130852,0,-0.0031739140496873652,-0.002744617055074033,-0.00042929699461333225,1.3394600093364715,1.3508370975740103,1.3280829210989327,0.008516175406319755,15.415626739705038,False,0
2025-10-28,1.3341000080108643,1.337005615234375,1.32501220703125,1.3339380025863647,0,1.3361727437088067,1.3387366904797908,1.3424490714320834,40.64323490954509,0,-0.003186740648114972,-0.002833041773682221,-0.000353698874432751,1.3389787673950195,1.3504103952552298,1.3275471395348093,0.008659890719822474,15.733596311566487,False,0
2025-10-29,1.3279330730438232,1.3280742168426514,1.3197661638259888,1.3278449773788452,0,1.3346746217697187,1.3377077745335082,1.3418798165933281,37.003043355762955,0,-0.003652423072765032,-0.0029969180334987835,-0.0006555050392662485,1.3381584703922271,1.3503028425782764,1.3260140982061779,0.008763730525970459,15.725803855467886,False,0
2025-10-30,1.3195397853851318,1.3219294548034668,1.311785101890564,1.319400429725647,0,1.3319228333361575,1.3359774898527104,1.3410037369381047,38.01732635828322,0,-0.004645200932967608,-0.0033265746133925487,-0.0013186263195750594,1.3367345690727235,1.3505716386936764,1.3228974994517706,0.008954550538744246,16.045172966478166,False,0
2025-10-31,1.3159106969833374,1.3165291547775269,1.3099464178085327,1.3160146474838257,0,1.3290115358174628,1.3340663667222938,1.3400196961555648,30.844088850371918,0,-0.005659581511526346,-0.0037931759930193085,-0.0018664055185070375,1.3352968871593476,1.3514466482853373,1.3191471260333578,0.009202820914132255,16.420520534426363,False,0
2025-11-03,1.3134735822677612,1.315028190612793,1.3110971450805664,1.3136461973190308,0,1.3261864533538805,1.3321051491551956,1.3389786720815335,29.514844422944506,1,-0.006584241184157902,-0.004351389031247027,-0.0022328521529108745,1.3338014781475067,1.3521836015619624,1.315419354733051,0.008816165583474296,16.416209496611618,False,0
2025-11-04,1.3135254383087158,1.3140604496002197,1.3035770654678345,1.3131803274154663,0,1.323884450618396,1.3303356528841024,1.337980506051227,30.28001826590004,0,-0.007229518893816955,-0.004927015003761013,-0.002302503890055942,1.3320532321929932,1.3511885620436594,1.312917902342327,0.008975769792284285,18.126039463569416,False,0
2025-11-05,1.3021697998046875,1.3051422834396362,1.301168441772461,1.30218505859375,0,1.3199363322886308,1.3276531906860627,1.3365761646297942,11.967184764558027,1,-0.008558553573856154,-0.005653322717780042,-0.002905230856076112,1.3300566375255585,1.3527749778497569,1.30733829720136,0.008911047663007463,20.814449723779386,False,0
2025-11-06,1.3052598237991333,1.312404751777649,1.3051507472991943,1.3052785396575928,0,1.3172678761996313,1.3255204890777836,1.3353480728325133,10.14722985896013,1,-0.009255789046422658,-0.006373815983508565,-0.0028819730629140927,1.3283125698566436,1.3530381491068506,1.3035869906064366,0.009063414164951869,22.991239455997917,False,0
2025-11-07,1.3140950202941895,1.3174536228179932,1.3095518350601196,1.3140604496002197,0,1.3166909933077326,1.3244323491936318,1.3345146197917948,24.63623243770958,1,-0.00899177507750104,-0.0068974078023070606,-0.00209436727519398,1.3274925768375396,1.3529891658477813,1.301995987827298,0.009604964937482561,24.651213190253888,False,0
